pID,sno,ETA, @U,ETD, >U, @Role, @Mx,Age,FamKey
342,1,3000,7,3100,7,R,0.2,76,
343,0,2900,2,2923,7,T,1.5,54,
343,1,3000,7,3100,7,R,0.2,77,
344,0,2900,2,2923,7,T,1.5,54,
344,1,3000,7,3100,7,R,0.2,78,
345,0,2900,2,2923,7,T,1.5,54,
345,1,3000,7,3100,7,R,0.2,79,
346,0,2900,2,2923,7,T,1.5,54,
346,1,3000,7,3100,7,R,0.2,80,
347,0,2900,2,2923,7,T,1.5,54,
347,1,3000,7,3100,7,R,0.2,81,
348,0,2900,2,2923,7,T,1.5,54,
348,1,3000,7,3100,7,R,0.2,82,
349,0,2900,2,2923,7,T,1.5,54,
349,1,3000,7,3100,7,R,0.2,83,
350,0,2900,2,2923,7,T,1.5,54,
350,1,3000,7,3100,7,R,0.2,84,
351,0,2900,2,2923,7,T,1.5,54,
351,1,3000,7,3100,7,R,0.2,85,
352,0,2900,2,2923,7,T,1.5,54,
352,1,3000,7,3100,7,R,0.2,86,
353,0,2900,2,2923,7,T,1.5,54,
353,1,3000,7,3100,7,R,0.2,87,
354,0,2900,2,2923,7,T,1.5,54,
354,1,3000,7,3100,7,R,0.2,88,
355,0,2900,2,2923,7,T,1.5,54,
355,1,3000,7,3100,7,R,0.2,89,
356,0,2900,2,2923,7,T,1.5,54,
356,1,3000,7,3100,7,R,0.2,90,
357,0,2900,2,2923,7,T,1.5,54,
357,1,3000,7,3100,7,R,0.2,91,
358,0,2900,2,2923,7,T,1.5,54,
358,1,3000,7,3100,7,R,0.2,92,
359,0,2900,2,2923,7,T,1.5,54,
359,1,3000,7,3100,7,R,0.2,93,
360,0,2900,2,2923,7,T,1.5,54,
360,1,3000,7,3100,7,R,0.2,94,
361,0,2900,2,2923,7,T,1.5,54,
361,1,3000,7,3100,7,R,0.2,95,
362,0,2900,2,2923,7,T,1.5,54,
362,1,3000,7,3100,7,R,0.2,96,
363,0,2900,2,2923,7,T,1.5,54,
363,1,3000,7,3100,7,R,0.2,97,
364,0,2900,2,2923,7,T,1.5,54,
364,1,3000,7,3100,7,R,0.2,98,
365,0,2900,2,2923,7,T,1.5,54,
365,1,3000,7,3100,7,R,0.2,99,
366,0,2900,2,2923,7,T,1.5,54,
366,1,3000,7,3100,7,R,0.2,100,
367,0,2900,2,2923,7,T,1.5,54,
367,1,3000,7,3100,7,R,0.2,101,
368,0,2900,2,2923,7,T,1.5,54,
368,1,3000,7,3100,7,R,0.2,102,
369,0,2900,2,2923,7,T,1.5,54,
369,1,3000,7,3100,7,R,0.2,103,
370,0,3300,2,3323,7,T,1.5,54,
370,1,3400,7,3500,7,R,0.2,54,
371,0,3300,2,3323,7,T,1.5,54,
371,1,3400,7,3500,7,R,0.2,55,
372,0,3300,2,3323,7,T,1.5,54,
372,1,3400,7,3500,7,R,0.2,56,
373,0,3300,2,3323,7,T,1.5,54,
373,1,3400,7,3500,7,R,0.2,57,
374,0,3300,2,3323,7,T,1.5,54,
374,1,3400,7,3500,7,R,0.2,58,
375,0,3300,2,3323,7,T,1.5,54,
375,1,3400,7,3500,7,R,0.2,59,
376,0,3300,2,3323,7,T,1.5,54,
376,1,3400,7,3500,7,R,0.2,60,
377,0,3300,2,3323,7,T,1.5,54,
377,1,3400,7,3500,7,R,0.2,61,
378,0,3300,2,3323,7,T,1.5,54,
378,1,3400,7,3500,7,R,0.2,62,
379,0,3300,2,3323,7,T,1.5,54,
379,1,3400,7,3500,7,R,0.2,63,
380,0,3300,2,3323,7,T,1.5,54,
380,1,3400,7,3500,7,R,0.2,64,
381,0,3300,2,3323,7,T,1.5,54,
381,1,3400,7,3500,7,R,0.2,65,
382,0,3300,2,3323,7,T,1.5,54,
382,1,3400,7,3500,7,R,0.2,66,
383,0,3300,2,3323,7,T,1.5,54,
383,1,3400,7,3500,7,R,0.2,67,
384,0,3300,2,3323,7,T,1.5,54,
384,1,3400,7,3500,7,R,0.2,68,
385,0,3300,2,3323,7,T,1.5,54,
385,1,3400,7,3500,7,R,0.2,69,
386,0,3300,2,3323,7,T,1.5,54,
386,1,3400,7,3500,7,R,0.2,70,
387,0,3300,2,3323,7,T,1.5,54,
387,1,3400,7,3500,7,R,0.2,71,
388,0,3300,2,3323,7,T,1.5,54,
388,1,3400,7,3500,7,R,0.2,72,
389,0,3300,2,3323,7,T,1.5,54,
389,1,3400,7,3500,7,R,0.2,73,
390,0,3300,2,3323,7,T,1.5,54,
390,1,3400,7,3500,7,R,0.2,74,
391,0,3300,2,3323,7,T,1.5,54,
391,1,3400,7,3500,7,R,0.2,75,
392,0,3300,2,3323,7,T,1.5,54,
392,1,3400,7,3500,7,R,0.2,76,
393,0,3300,2,3323,7,T,1.5,54,
393,1,3400,7,3500,7,R,0.2,77,
394,0,3300,2,3323,7,T,1.5,54,
394,1,3400,7,3500,7,R,0.2,78,
395,0,3300,2,3323,7,T,1.5,54,
395,1,3400,7,3500,7,R,0.2,79,
396,0,3300,2,3323,7,T,1.5,54,
396,1,3400,7,3500,7,R,0.2,80,
397,0,3300,2,3323,7,T,1.5,54,
397,1,3400,7,3500,7,R,0.2,81,
398,0,3300,2,3323,7,T,1.5,54,
398,1,3400,7,3500,7,R,0.2,82,
399,0,3300,2,3323,7,T,1.5,54,
399,1,3400,7,3500,7,R,0.2,83,
400,0,3300,2,3323,7,T,1.5,54,
400,1,3400,7,3500,7,R,0.2,84,
401,0,3300,2,3323,7,T,1.5,54,
401,1,3400,7,3500,7,R,0.2,85,
402,0,3300,2,3323,7,T,1.5,54,
402,1,3400,7,3500,7,R,0.2,86,
403,0,3300,2,3323,7,T,1.5,54,
403,1,3400,7,3500,7,R,0.2,87,
404,0,3300,2,3323,7,T,1.5,54,
404,1,3400,7,3500,7,R,0.2,88,
405,0,3300,2,3323,7,T,1.5,54,
405,1,3400,7,3500,7,R,0.2,89,
406,0,3300,2,3323,7,T,1.5,54,
406,1,3400,7,3500,7,R,0.2,90,
407,0,3300,2,3323,7,T,1.5,54,
407,1,3400,7,3500,7,R,0.2,91,
408,0,3300,2,3323,7,T,1.5,54,
408,1,3400,7,3500,7,R,0.2,92,
409,0,3300,2,3323,7,T,1.5,54,
409,1,3400,7,3500,7,R,0.2,93,
410,0,3300,2,3323,7,T,1.5,54,
410,1,3400,7,3500,7,R,0.2,94,
411,0,3300,2,3323,7,T,1.5,54,
411,1,3400,7,3500,7,R,0.2,95,
412,0,3300,2,3323,7,T,1.5,54,
412,1,3400,7,3500,7,R,0.2,96,
413,0,3300,2,3323,7,T,1.5,54,
413,1,3400,7,3500,7,R,0.2,97,
414,0,3300,2,3323,7,T,1.5,54,
414,1,3400,7,3500,7,R,0.2,98,
415,0,3300,2,3323,7,T,1.5,54,
415,1,3400,7,3500,7,R,0.2,99,
416,0,3300,2,3323,7,T,1.5,54,
416,1,3400,7,3500,7,R,0.2,100,
417,0,3300,2,3323,7,T,1.5,54,
417,1,3400,7,3500,7,R,0.2,101,
418,0,3300,2,3323,7,T,1.5,54,
418,1,3400,7,3500,7,R,0.2,102,
419,0,3300,2,3323,7,T,1.5,54,
419,1,3400,7,3500,7,R,0.2,103,
420,0,3800,2,3823,7,T,1.5,54,
420,1,3900,7,4000,7,R,0.2,54,
421,0,3800,2,3823,7,T,1.5,54,
421,1,3900,7,4000,7,R,0.2,55,
422,0,3800,2,3823,7,T,1.5,54,
422,1,3900,7,4000,7,R,0.2,56,
423,0,3800,2,3823,7,T,1.5,54,
423,1,3900,7,4000,7,R,0.2,57,
424,0,3800,2,3823,7,T,1.5,54,
424,1,3900,7,4000,7,R,0.2,58,
425,0,3800,2,3823,7,T,1.5,54,
425,1,3900,7,4000,7,R,0.2,59,
426,0,3800,2,3823,7,T,1.5,54,
426,1,3900,7,4000,7,R,0.2,60,
427,0,3800,2,3823,7,T,1.5,54,
427,1,3900,7,4000,7,R,0.2,61,
428,0,3800,2,3823,7,T,1.5,54,
428,1,3900,7,4000,7,R,0.2,62,
429,0,3800,2,3823,7,T,1.5,54,
429,1,3900,7,4000,7,R,0.2,63,
430,0,3800,2,3823,7,T,1.5,54,
430,1,3900,7,4000,7,R,0.2,64,
431,0,3800,2,3823,7,T,1.5,54,
431,1,3900,7,4000,7,R,0.2,65,
432,0,3800,2,3823,7,T,1.5,54,
432,1,3900,7,4000,7,R,0.2,66,
433,0,3800,2,3823,7,T,1.5,54,
433,1,3900,7,4000,7,R,0.2,67,
434,0,3800,2,3823,7,T,1.5,54,
434,1,3900,7,4000,7,R,0.2,68,
435,0,3800,2,3823,7,T,1.5,54,
435,1,3900,7,4000,7,R,0.2,69,
436,0,3800,2,3823,7,T,1.5,54,
436,1,3900,7,4000,7,R,0.2,70,
437,0,3800,2,3823,7,T,1.5,54,
437,1,3900,7,4000,7,R,0.2,71,
438,0,3800,2,3823,7,T,1.5,54,
438,1,3900,7,4000,7,R,0.2,72,
439,0,3800,2,3823,7,T,1.5,54,
439,1,3900,7,4000,7,R,0.2,73,
440,0,3800,2,3823,7,T,1.5,54,
440,1,3900,7,4000,7,R,0.2,74,
441,0,3800,2,3823,7,T,1.5,54,
441,1,3900,7,4000,7,R,0.2,75,
442,0,3800,2,3823,7,T,1.5,54,
442,1,3900,7,4000,7,R,0.2,76,
443,0,3800,2,3823,7,T,1.5,54,
443,1,3900,7,4000,7,R,0.2,77,
444,0,3800,2,3823,7,T,1.5,54,
444,1,3900,7,4000,7,R,0.2,78,
445,0,3800,2,3823,7,T,1.5,54,
445,1,3900,7,4000,7,R,0.2,79,
446,0,3800,2,3823,7,T,1.5,54,
446,1,3900,7,4000,7,R,0.2,80,
447,0,3800,2,3823,7,T,1.5,54,
447,1,3900,7,4000,7,R,0.2,81,
448,0,3800,2,3823,7,T,1.5,54,
448,1,3900,7,4000,7,R,0.2,82,
449,0,3800,2,3823,7,T,1.5,54,
449,1,3900,7,4000,7,R,0.2,83,
450,0,3800,2,3823,7,T,1.5,54,
450,1,3900,7,4000,7,R,0.2,84,
451,0,3800,2,3823,7,T,1.5,54,
451,1,3900,7,4000,7,R,0.2,85,
452,0,3800,2,3823,7,T,1.5,54,
452,1,3900,7,4000,7,R,0.2,86,
453,0,3800,2,3823,7,T,1.5,54,
453,1,3900,7,4000,7,R,0.2,87,
454,0,3800,2,3823,7,T,1.5,54,
454,1,3900,7,4000,7,R,0.2,88,
455,0,3800,2,3823,7,T,1.5,54,
455,1,3900,7,4000,7,R,0.2,89,
456,0,3800,2,3823,7,T,1.5,54,
456,1,3900,7,4000,7,R,0.2,90,
457,0,3800,2,3823,7,T,1.5,54,
457,1,3900,7,4000,7,R,0.2,91,
458,0,3800,2,3823,7,T,1.5,54,
458,1,3900,7,4000,7,R,0.2,92,
459,0,3800,2,3823,7,T,1.5,54,
459,1,3900,7,4000,7,R,0.2,93,
460,0,3800,2,3823,7,T,1.5,54,
460,1,3900,7,4000,7,R,0.2,94,
461,0,3800,2,3823,7,T,1.5,54,
461,1,3900,7,4000,7,R,0.2,95,
462,0,3800,2,3823,7,T,1.5,54,
462,1,3900,7,4000,7,R,0.2,96,
463,0,3800,2,3823,7,T,1.5,54,
463,1,3900,7,4000,7,R,0.2,97,
464,0,3800,2,3823,7,T,1.5,54,
464,1,3900,7,4000,7,R,0.2,98,
465,0,3800,2,3823,7,T,1.5,54,
465,1,3900,7,4000,7,R,0.2,99,
466,0,3800,2,3823,7,T,1.5,54,
466,1,3900,7,4000,7,R,0.2,100,
467,0,3800,2,3823,7,T,1.5,54,
467,1,3900,7,4000,7,R,0.2,101,
468,0,3800,2,3823,7,T,1.5,54,
468,1,3900,7,4000,7,R,0.2,102,
469,0,3800,2,3823,7,T,1.5,54,
469,1,3900,7,4000,7,R,0.2,103,
